Tipo dato,Misura,Ordine scolastico,Tipo di scuola superiore,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2010","totale",533,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2011","totale",421,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2012","totale",488,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2013","totale",461,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2014","totale",345,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2009","totale",328,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2010","totale",287,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2011","totale",310,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2012","totale",313,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2013","totale",297,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2014","totale",406,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2009","totale",726,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2010","totale",679,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2011","totale",871,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2012","totale",637,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2013","totale",992,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2014","totale",971,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2009","totale",224,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2010","totale",261,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2011","totale",286,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2012","totale",291,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2013","totale",338,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2014","totale",345,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2009","totale",95,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2010","totale",108,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2011","totale",123,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2012","totale",128,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2013","totale",118,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2014","totale",126,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2009","totale",197,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2010","totale",212,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2011","totale",249,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2012","totale",268,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2013","totale",253,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2014","totale",259,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2009","totale",4814,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2010","totale",4831,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2011","totale",5036,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2012","totale",5198,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2013","totale",5159,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2014","totale",5309,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2009","totale",835,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2010","totale",803,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2011","totale",654,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2012","totale",803,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2013","totale",585,
"iscritti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2014","totale",587,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2009","totale",0,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2010","totale",1,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2011","totale",0,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2012","totale",1,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2013","totale",0,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2014","totale",0,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2009","totale",636,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2010","totale",685,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2011","totale",779,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2012","totale",778,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2013","totale",708,
"iscritti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2014","totale",789,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2009","totale",1,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2010","totale",4,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2012","totale",6,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2013","totale",9,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2014","totale",34,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2009","totale",193,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2010","totale",219,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2011","totale",198,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2012","totale",212,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2013","totale",165,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2014","totale",156,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2009","totale",51,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2010","totale",46,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2011","totale",48,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2012","totale",49,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2013","totale",49,
"iscritti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2014","totale",53,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2009","totale",350,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2010","totale",331,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2011","totale",480,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2012","totale",301,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2013","totale",598,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2014","totale",588,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2009","totale",164,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2010","totale",185,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2011","totale",194,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2012","totale",192,
"iscritti - femmine","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2013","totale",217,
