"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2016","Italy","Age reached during the year","24 years","Number","Females","3,848",""
"2016","Italy","Age reached during the year","25 years","Number","Total","9,326",""
"2016","Italy","Age reached during the year","25 years","Number","Males","5,333",""
"2016","Italy","Age reached during the year","25 years","Number","Females","3,993",""
"2016","Italy","Age reached during the year","26 years","Number","Total","11,297",""
"2016","Italy","Age reached during the year","26 years","Number","Males","6,902",""
"2016","Italy","Age reached during the year","26 years","Number","Females","4,395",""
"2016","Italy","Age reached during the year","27 years","Number","Total","10,166",""
"2016","Italy","Age reached during the year","27 years","Number","Males","5,851",""
"2016","Italy","Age reached during the year","27 years","Number","Females","4,315",""
"2016","Italy","Age reached during the year","28 years","Number","Total","10,410",""
"2016","Italy","Age reached during the year","28 years","Number","Males","6,087",""
"2016","Italy","Age reached during the year","28 years","Number","Females","4,323",""
"2016","Italy","Age reached during the year","29 years","Number","Total","9,836",""
"2016","Italy","Age reached during the year","29 years","Number","Males","5,702",""
"2016","Italy","Age reached during the year","29 years","Number","Females","4,134",""
"2016","Italy","Age reached during the year","30 years","Number","Total","9,237",""
"2016","Italy","Age reached during the year","30 years","Number","Males","5,467",""
"2016","Italy","Age reached during the year","30 years","Number","Females","3,770",""
"2016","Italy","Age reached during the year","31 years","Number","Total","8,679",""
"2016","Italy","Age reached during the year","31 years","Number","Males","5,160",""
"2016","Italy","Age reached during the year","31 years","Number","Females","3,519",""
"2016","Italy","Age reached during the year","32 years","Number","Total","7,906",""
"2016","Italy","Age reached during the year","32 years","Number","Males","4,652",""
"2016","Italy","Age reached during the year","32 years","Number","Females","3,254",""
"2016","Italy","Age reached during the year","33 years","Number","Total","7,288",""
"2016","Italy","Age reached during the year","33 years","Number","Males","4,185",""
"2016","Italy","Age reached during the year","33 years","Number","Females","3,103",""
"2016","Italy","Age reached during the year","34 years","Number","Total","6,969",""
"2016","Italy","Age reached during the year","34 years","Number","Males","4,054",""
"2016","Italy","Age reached during the year","34 years","Number","Females","2,915",""
"2016","Italy","Age reached during the year","35 years","Number","Total","6,226",""
"2016","Italy","Age reached during the year","35 years","Number","Males","3,547",""
"2016","Italy","Age reached during the year","35 years","Number","Females","2,679",""
"2016","Italy","Age reached during the year","36 years","Number","Total","6,105",""
"2016","Italy","Age reached during the year","36 years","Number","Males","3,564",""
"2016","Italy","Age reached during the year","36 years","Number","Females","2,541",""
"2016","Italy","Age reached during the year","37 years","Number","Total","5,330",""
"2016","Italy","Age reached during the year","37 years","Number","Males","2,924",""
"2016","Italy","Age reached during the year","37 years","Number","Females","2,406",""
"2016","Italy","Age reached during the year","38 years","Number","Total","5,026",""
"2016","Italy","Age reached during the year","38 years","Number","Males","2,800",""
"2016","Italy","Age reached during the year","38 years","Number","Females","2,226",""
"2016","Italy","Age reached during the year","39 years","Number","Total","4,597",""
"2016","Italy","Age reached during the year","39 years","Number","Males","2,457",""
"2016","Italy","Age reached during the year","39 years","Number","Females","2,140",""
"2016","Italy","Age reached during the year","40 years","Number","Total","4,381",""
"2016","Italy","Age reached during the year","40 years","Number","Males","2,275",""
"2016","Italy","Age reached during the year","40 years","Number","Females","2,106",""
"2016","Italy","Age reached during the year","41 years","Number","Total","4,151",""
"2016","Italy","Age reached during the year","41 years","Number","Males","2,208",""
"2016","Italy","Age reached during the year","41 years","Number","Females","1,943",""
"2016","Italy","Age reached during the year","42 years","Number","Total","3,756",""
"2016","Italy","Age reached during the year","42 years","Number","Males","1,921",""
"2016","Italy","Age reached during the year","42 years","Number","Females","1,835",""
"2016","Italy","Age reached during the year","43 years","Number","Total","3,441",""
"2016","Italy","Age reached during the year","43 years","Number","Males","1,749",""
"2016","Italy","Age reached during the year","43 years","Number","Females","1,692",""
"2016","Italy","Age reached during the year","44 years","Number","Total","3,301",""
"2016","Italy","Age reached during the year","44 years","Number","Males","1,655",""
"2016","Italy","Age reached during the year","44 years","Number","Females","1,646",""
"2016","Italy","Age reached during the year","45 years","Number","Total","3,119",""
"2016","Italy","Age reached during the year","45 years","Number","Males","1,543",""
"2016","Italy","Age reached during the year","45 years","Number","Females","1,576",""
"2016","Italy","Age reached during the year","46 years","Number","Total","3,050",""
"2016","Italy","Age reached during the year","46 years","Number","Males","1,389",""
"2016","Italy","Age reached during the year","46 years","Number","Females","1,661",""
"2016","Italy","Age reached during the year","47 years","Number","Total","2,862",""
"2016","Italy","Age reached during the year","47 years","Number","Males","1,284",""
"2016","Italy","Age reached during the year","47 years","Number","Females","1,578",""
"2016","Italy","Age reached during the year","48 years","Number","Total","2,922",""
"2016","Italy","Age reached during the year","48 years","Number","Males","1,268",""
"2016","Italy","Age reached during the year","48 years","Number","Females","1,654",""
"2016","Italy","Age reached during the year","49 years","Number","Total","2,721",""
"2016","Italy","Age reached during the year","49 years","Number","Males","1,153",""
"2016","Italy","Age reached during the year","49 years","Number","Females","1,568",""
"2016","Italy","Age reached during the year","50 years","Number","Total","2,259",""
"2016","Italy","Age reached during the year","50 years","Number","Males","996",""
"2016","Italy","Age reached during the year","50 years","Number","Females","1,263",""
"2016","Italy","Age reached during the year","51 years","Number","Total","2,272",""
"2016","Italy","Age reached during the year","51 years","Number","Males","941",""
"2016","Italy","Age reached during the year","51 years","Number","Females","1,331",""
"2016","Italy","Age reached during the year","52 years","Number","Total","2,243",""
"2016","Italy","Age reached during the year","52 years","Number","Males","878",""
"2016","Italy","Age reached during the year","52 years","Number","Females","1,365",""
"2016","Italy","Age reached during the year","53 years","Number","Total","2,083",""
"2016","Italy","Age reached during the year","53 years","Number","Males","778",""
"2016","Italy","Age reached during the year","53 years","Number","Females","1,305",""
"2016","Italy","Age reached during the year","54 years","Number","Total","2,054",""
"2016","Italy","Age reached during the year","54 years","Number","Males","739",""
"2016","Italy","Age reached during the year","54 years","Number","Females","1,315",""
